file,duplicate_of
datasets\BAD\IMG-20250215-WA0014-OdcGme.jpg,datasets\BAD\IMG-20250215-WA0014-4eoVHJ.jpg
datasets\BAD\IMG-20250215-WA0014-oHzXGb.jpg,datasets\BAD\IMG-20250215-WA0014-4eoVHJ.jpg
datasets\BAD\IMG-20250215-WA0014-V8qV3o.jpg,datasets\BAD\IMG-20250215-WA0014-4eoVHJ.jpg
datasets\BAD\IMG-20250215-WA0014.jpg,datasets\BAD\IMG-20250215-WA0014-4eoVHJ.jpg
datasets\BAD\IMG-20250215-WA0015-bnKf3n.jpg,datasets\BAD\IMG-20250215-WA0015-BfnZ7E.jpg
datasets\BAD\IMG-20250215-WA0015-ltmwZP.jpg,datasets\BAD\IMG-20250215-WA0015-BfnZ7E.jpg
datasets\BAD\IMG-20250215-WA0015-PFKFQZ.jpg,datasets\BAD\IMG-20250215-WA0015-BfnZ7E.jpg
datasets\BAD\IMG-20250215-WA0015-Rtyoe2.jpg,datasets\BAD\IMG-20250215-WA0015-BfnZ7E.jpg
datasets\BAD\IMG-20250215-WA0015-suU7md.jpg,datasets\BAD\IMG-20250215-WA0015-BfnZ7E.jpg
datasets\BAD\IMG-20250215-WA0015-UTSlu8.jpg,datasets\BAD\IMG-20250215-WA0015-BfnZ7E.jpg
datasets\BAD\IMG-20250215-WA0015-wIO0Wr.jpg,datasets\BAD\IMG-20250215-WA0015-BfnZ7E.jpg
datasets\BAD\IMG-20250215-WA0015-yseUOY.jpg,datasets\BAD\IMG-20250215-WA0015-BfnZ7E.jpg
datasets\BAD\IMG-20250215-WA0015-zkehvo.jpg,datasets\BAD\IMG-20250215-WA0015-BfnZ7E.jpg
datasets\BAD\IMG-20250215-WA0015.jpg,datasets\BAD\IMG-20250215-WA0015-BfnZ7E.jpg
datasets\BAD\IMG-20250215-WA0016-7RoB03.jpg,datasets\BAD\IMG-20250215-WA0016-4BZkkb.jpg
datasets\BAD\IMG-20250215-WA0016-c8Rrxf.jpg,datasets\BAD\IMG-20250215-WA0016-4BZkkb.jpg
datasets\BAD\IMG-20250215-WA0016-elA5Ck.jpg,datasets\BAD\IMG-20250215-WA0016-4BZkkb.jpg
datasets\BAD\IMG-20250215-WA0016-jkrJPi.jpg,datasets\BAD\IMG-20250215-WA0016-4BZkkb.jpg
datasets\BAD\IMG-20250215-WA0016-LROjLz.jpg,datasets\BAD\IMG-20250215-WA0016-4BZkkb.jpg
datasets\BAD\IMG-20250215-WA0016-NJUZEF.jpg,datasets\BAD\IMG-20250215-WA0016-4BZkkb.jpg
datasets\BAD\IMG-20250215-WA0016-OSdtwP.jpg,datasets\BAD\IMG-20250215-WA0016-4BZkkb.jpg
datasets\BAD\IMG-20250215-WA0016-pplMhr.jpg,datasets\BAD\IMG-20250215-WA0016-4BZkkb.jpg
datasets\BAD\IMG-20250215-WA0016-qbbrHy.jpg,datasets\BAD\IMG-20250215-WA0016-4BZkkb.jpg
datasets\BAD\IMG-20250215-WA0016.jpg,datasets\BAD\IMG-20250215-WA0016-4BZkkb.jpg
datasets\BAD\IMG-20250215-WA0017-dLw0Xm.jpg,datasets\BAD\IMG-20250215-WA0017-DBW5XO.jpg
datasets\BAD\IMG-20250215-WA0017-ILqlq7.jpg,datasets\BAD\IMG-20250215-WA0017-DBW5XO.jpg
datasets\BAD\IMG-20250215-WA0017-nsJAIZ.jpg,datasets\BAD\IMG-20250215-WA0017-DBW5XO.jpg
datasets\BAD\IMG-20250215-WA0017-rkLdrN.jpg,datasets\BAD\IMG-20250215-WA0017-DBW5XO.jpg
datasets\BAD\IMG-20250215-WA0017-sgnOYI.jpg,datasets\BAD\IMG-20250215-WA0017-DBW5XO.jpg
datasets\BAD\IMG-20250215-WA0017-xZjUZ0.jpg,datasets\BAD\IMG-20250215-WA0017-DBW5XO.jpg
datasets\BAD\IMG-20250215-WA0017-Y9Z2Ms.jpg,datasets\BAD\IMG-20250215-WA0017-DBW5XO.jpg
datasets\BAD\IMG-20250215-WA0017-Yx9R8g.jpg,datasets\BAD\IMG-20250215-WA0017-DBW5XO.jpg
datasets\BAD\IMG-20250215-WA0017-Zqe8oz.jpg,datasets\BAD\IMG-20250215-WA0017-DBW5XO.jpg
datasets\BAD\IMG-20250215-WA0017.jpg,datasets\BAD\IMG-20250215-WA0017-DBW5XO.jpg
datasets\BAD\IMG-20250215-WA0018-cz2uKd.jpg,datasets\BAD\IMG-20250215-WA0018-5lDb2Y.jpg
datasets\BAD\IMG-20250215-WA0018-hgOexw.jpg,datasets\BAD\IMG-20250215-WA0018-5lDb2Y.jpg
datasets\BAD\IMG-20250215-WA0018-OKqBYa.jpg,datasets\BAD\IMG-20250215-WA0018-5lDb2Y.jpg
datasets\BAD\IMG-20250215-WA0018-PRJjOp.jpg,datasets\BAD\IMG-20250215-WA0018-5lDb2Y.jpg
datasets\BAD\IMG-20250215-WA0018-U9bmhX.jpg,datasets\BAD\IMG-20250215-WA0018-5lDb2Y.jpg
datasets\BAD\IMG-20250215-WA0018-UF9xgK.jpg,datasets\BAD\IMG-20250215-WA0018-5lDb2Y.jpg
datasets\BAD\IMG-20250215-WA0018-UTUgnI.jpg,datasets\BAD\IMG-20250215-WA0018-5lDb2Y.jpg
datasets\BAD\IMG-20250215-WA0018-VUMAMq.jpg,datasets\BAD\IMG-20250215-WA0018-5lDb2Y.jpg
datasets\BAD\IMG-20250215-WA0018-VzqmAj.jpg,datasets\BAD\IMG-20250215-WA0018-5lDb2Y.jpg
datasets\BAD\IMG-20250215-WA0018.jpg,datasets\BAD\IMG-20250215-WA0018-5lDb2Y.jpg
datasets\BAD\IMG-20250215-WA0019-bst0kt.jpg,datasets\BAD\IMG-20250215-WA0019-6yuMww.jpg
datasets\BAD\IMG-20250215-WA0019-Fft6X0.jpg,datasets\BAD\IMG-20250215-WA0019-6yuMww.jpg
datasets\BAD\IMG-20250215-WA0019-iPgXwI.jpg,datasets\BAD\IMG-20250215-WA0019-6yuMww.jpg
datasets\BAD\IMG-20250215-WA0019-Kv8t8L.jpg,datasets\BAD\IMG-20250215-WA0019-6yuMww.jpg
datasets\BAD\IMG-20250215-WA0019-mlEKWp.jpg,datasets\BAD\IMG-20250215-WA0019-6yuMww.jpg
datasets\BAD\IMG-20250215-WA0019-ObBAEg.jpg,datasets\BAD\IMG-20250215-WA0019-6yuMww.jpg
datasets\BAD\IMG-20250215-WA0019-SODsCl.jpg,datasets\BAD\IMG-20250215-WA0019-6yuMww.jpg
datasets\BAD\IMG-20250215-WA0019-y09BRv.jpg,datasets\BAD\IMG-20250215-WA0019-6yuMww.jpg
datasets\BAD\IMG-20250215-WA0019-YFKJqF.jpg,datasets\BAD\IMG-20250215-WA0019-6yuMww.jpg
datasets\BAD\IMG-20250215-WA0019.jpg,datasets\BAD\IMG-20250215-WA0019-6yuMww.jpg
datasets\BAD\IMG-20250215-WA0020-D2wxN1.jpg,datasets\BAD\IMG-20250215-WA0020-b7oqaD.jpg
datasets\BAD\IMG-20250215-WA0020-IlkrVQ.jpg,datasets\BAD\IMG-20250215-WA0020-b7oqaD.jpg
datasets\BAD\IMG-20250215-WA0020-iQfE2b.jpg,datasets\BAD\IMG-20250215-WA0020-b7oqaD.jpg
datasets\BAD\IMG-20250215-WA0020-k0SIif.jpg,datasets\BAD\IMG-20250215-WA0020-b7oqaD.jpg
datasets\BAD\IMG-20250215-WA0020-l9eFlP.jpg,datasets\BAD\IMG-20250215-WA0020-b7oqaD.jpg
datasets\BAD\IMG-20250215-WA0020-lHEC6b.jpg,datasets\BAD\IMG-20250215-WA0020-b7oqaD.jpg
datasets\BAD\IMG-20250215-WA0020-NFelPZ.jpg,datasets\BAD\IMG-20250215-WA0020-b7oqaD.jpg
datasets\BAD\IMG-20250215-WA0020-t69wgV.jpg,datasets\BAD\IMG-20250215-WA0020-b7oqaD.jpg
datasets\BAD\IMG-20250215-WA0020-Zsy6qO.jpg,datasets\BAD\IMG-20250215-WA0020-b7oqaD.jpg
datasets\BAD\IMG-20250215-WA0020.jpg,datasets\BAD\IMG-20250215-WA0020-b7oqaD.jpg
datasets\BAD\IMG-20250215-WA0021-G8c67Y.jpg,datasets\BAD\IMG-20250215-WA0021-CneNpn.jpg
datasets\BAD\IMG-20250215-WA0021-iBpXvn.jpg,datasets\BAD\IMG-20250215-WA0021-CneNpn.jpg
datasets\BAD\IMG-20250215-WA0021-IpBREf.jpg,datasets\BAD\IMG-20250215-WA0021-CneNpn.jpg
datasets\BAD\IMG-20250215-WA0021-QDStcr.jpg,datasets\BAD\IMG-20250215-WA0021-CneNpn.jpg
datasets\BAD\IMG-20250215-WA0021-QITD5Z.jpg,datasets\BAD\IMG-20250215-WA0021-CneNpn.jpg
datasets\BAD\IMG-20250215-WA0021-sBCx7u.jpg,datasets\BAD\IMG-20250215-WA0021-CneNpn.jpg
datasets\BAD\IMG-20250215-WA0021-SbssZj.jpg,datasets\BAD\IMG-20250215-WA0021-CneNpn.jpg
datasets\BAD\IMG-20250215-WA0021-vg6Anr.jpg,datasets\BAD\IMG-20250215-WA0021-CneNpn.jpg
datasets\BAD\IMG-20250215-WA0021-zpiV8x.jpg,datasets\BAD\IMG-20250215-WA0021-CneNpn.jpg
datasets\BAD\IMG-20250215-WA0021.jpg,datasets\BAD\IMG-20250215-WA0021-CneNpn.jpg
datasets\BAD\IMG-20250215-WA0022-AtHsIB.jpg,datasets\BAD\IMG-20250215-WA0022-3oVtnm.jpg
datasets\BAD\IMG-20250215-WA0022-clQzx2.jpg,datasets\BAD\IMG-20250215-WA0022-3oVtnm.jpg
datasets\BAD\IMG-20250215-WA0022-EKtUX4.jpg,datasets\BAD\IMG-20250215-WA0022-3oVtnm.jpg
datasets\BAD\IMG-20250215-WA0022-EoTyxh.jpg,datasets\BAD\IMG-20250215-WA0022-3oVtnm.jpg
datasets\BAD\IMG-20250215-WA0022-kBfm1I.jpg,datasets\BAD\IMG-20250215-WA0022-3oVtnm.jpg
datasets\BAD\IMG-20250215-WA0022-myxSV8.jpg,datasets\BAD\IMG-20250215-WA0022-3oVtnm.jpg
datasets\BAD\IMG-20250215-WA0022-pSEqrP.jpg,datasets\BAD\IMG-20250215-WA0022-3oVtnm.jpg
datasets\BAD\IMG-20250215-WA0022-tPHsFe.jpg,datasets\BAD\IMG-20250215-WA0022-3oVtnm.jpg
datasets\BAD\IMG-20250215-WA0022-Wd56tC.jpg,datasets\BAD\IMG-20250215-WA0022-3oVtnm.jpg
datasets\BAD\IMG-20250215-WA0022.jpg,datasets\BAD\IMG-20250215-WA0022-3oVtnm.jpg
datasets\BAD\IMG-20250215-WA0023-BwTHTP.jpg,datasets\BAD\IMG-20250215-WA0023-6SZaOL.jpg
datasets\BAD\IMG-20250215-WA0023-HFFIcc.jpg,datasets\BAD\IMG-20250215-WA0023-6SZaOL.jpg
datasets\BAD\IMG-20250215-WA0023-kHbfQj.jpg,datasets\BAD\IMG-20250215-WA0023-6SZaOL.jpg
datasets\BAD\IMG-20250215-WA0023-MdTxfv.jpg,datasets\BAD\IMG-20250215-WA0023-6SZaOL.jpg
datasets\BAD\IMG-20250215-WA0023-mQJ37N.jpg,datasets\BAD\IMG-20250215-WA0023-6SZaOL.jpg
datasets\BAD\IMG-20250215-WA0023-NciI7n.jpg,datasets\BAD\IMG-20250215-WA0023-6SZaOL.jpg
datasets\BAD\IMG-20250215-WA0023-nNzh2o.jpg,datasets\BAD\IMG-20250215-WA0023-6SZaOL.jpg
datasets\BAD\IMG-20250215-WA0023-Sb2uic.jpg,datasets\BAD\IMG-20250215-WA0023-6SZaOL.jpg
datasets\BAD\IMG-20250215-WA0023-W9aYaC.jpg,datasets\BAD\IMG-20250215-WA0023-6SZaOL.jpg
datasets\BAD\IMG-20250215-WA0023.jpg,datasets\BAD\IMG-20250215-WA0023-6SZaOL.jpg
datasets\BAD\IMG-20250215-WA0024-DovzIi.jpg,datasets\BAD\IMG-20250215-WA0024-c20HHA.jpg
datasets\BAD\IMG-20250215-WA0024-JK173E.jpg,datasets\BAD\IMG-20250215-WA0024-c20HHA.jpg
datasets\BAD\IMG-20250215-WA0024-KhJ1gt.jpg,datasets\BAD\IMG-20250215-WA0024-c20HHA.jpg
datasets\BAD\IMG-20250215-WA0024-lPKGtG.jpg,datasets\BAD\IMG-20250215-WA0024-c20HHA.jpg
datasets\BAD\IMG-20250215-WA0024-Myl5vN.jpg,datasets\BAD\IMG-20250215-WA0024-c20HHA.jpg
datasets\BAD\IMG-20250215-WA0024-oZZ2fD.jpg,datasets\BAD\IMG-20250215-WA0024-c20HHA.jpg
datasets\BAD\IMG-20250215-WA0024-PY0SLA.jpg,datasets\BAD\IMG-20250215-WA0024-c20HHA.jpg
datasets\BAD\IMG-20250215-WA0024-QfWrMT.jpg,datasets\BAD\IMG-20250215-WA0024-c20HHA.jpg
datasets\BAD\IMG-20250215-WA0024-RxiEwu.jpg,datasets\BAD\IMG-20250215-WA0024-c20HHA.jpg
datasets\BAD\IMG-20250215-WA0024.jpg,datasets\BAD\IMG-20250215-WA0024-c20HHA.jpg
datasets\BAD\IMG-20250215-WA0025-8W3nLt.jpg,datasets\BAD\IMG-20250215-WA0025-0A77XY.jpg
datasets\BAD\IMG-20250215-WA0025-B9H90Q.jpg,datasets\BAD\IMG-20250215-WA0025-0A77XY.jpg
datasets\BAD\IMG-20250215-WA0025-ES38Qt.jpg,datasets\BAD\IMG-20250215-WA0025-0A77XY.jpg
datasets\BAD\IMG-20250215-WA0025-jzwfHQ.jpg,datasets\BAD\IMG-20250215-WA0025-0A77XY.jpg
datasets\BAD\IMG-20250215-WA0025-pECH6r.jpg,datasets\BAD\IMG-20250215-WA0025-0A77XY.jpg
datasets\BAD\IMG-20250215-WA0025-PNujAD.jpg,datasets\BAD\IMG-20250215-WA0025-0A77XY.jpg
datasets\BAD\IMG-20250215-WA0025-TbueDj.jpg,datasets\BAD\IMG-20250215-WA0025-0A77XY.jpg
datasets\BAD\IMG-20250215-WA0025-uyCOdC.jpg,datasets\BAD\IMG-20250215-WA0025-0A77XY.jpg
datasets\BAD\IMG-20250215-WA0025-ZdIc38.jpg,datasets\BAD\IMG-20250215-WA0025-0A77XY.jpg
datasets\BAD\IMG-20250215-WA0025.jpg,datasets\BAD\IMG-20250215-WA0025-0A77XY.jpg
datasets\BAD\IMG-20250215-WA0026-a7ulgi.jpg,datasets\BAD\IMG-20250215-WA0026-4cRIFl.jpg
datasets\BAD\IMG-20250215-WA0026-bmpylb.jpg,datasets\BAD\IMG-20250215-WA0026-4cRIFl.jpg
datasets\BAD\IMG-20250215-WA0026-f0cVb1.jpg,datasets\BAD\IMG-20250215-WA0026-4cRIFl.jpg
datasets\BAD\IMG-20250215-WA0026-irmeT6.jpg,datasets\BAD\IMG-20250215-WA0026-4cRIFl.jpg
datasets\BAD\IMG-20250215-WA0026-J3DDAG.jpg,datasets\BAD\IMG-20250215-WA0026-4cRIFl.jpg
datasets\BAD\IMG-20250215-WA0026-k8VjGo.jpg,datasets\BAD\IMG-20250215-WA0026-4cRIFl.jpg
datasets\BAD\IMG-20250215-WA0026-mkRjsd.jpg,datasets\BAD\IMG-20250215-WA0026-4cRIFl.jpg
datasets\BAD\IMG-20250215-WA0026-nl4N27.jpg,datasets\BAD\IMG-20250215-WA0026-4cRIFl.jpg
datasets\BAD\IMG-20250215-WA0026-RCJOfG.jpg,datasets\BAD\IMG-20250215-WA0026-4cRIFl.jpg
datasets\BAD\IMG-20250215-WA0026.jpg,datasets\BAD\IMG-20250215-WA0026-4cRIFl.jpg
datasets\BAD\IMG-20250215-WA0027-539tEQ.jpg,datasets\BAD\IMG-20250215-WA0027-1TGwFe.jpg
datasets\BAD\IMG-20250215-WA0027-a0vBHF.jpg,datasets\BAD\IMG-20250215-WA0027-1TGwFe.jpg
datasets\BAD\IMG-20250215-WA0027-aOY03g.jpg,datasets\BAD\IMG-20250215-WA0027-1TGwFe.jpg
datasets\BAD\IMG-20250215-WA0027-brF86T.jpg,datasets\BAD\IMG-20250215-WA0027-1TGwFe.jpg
datasets\BAD\IMG-20250215-WA0027-DOqy81.jpg,datasets\BAD\IMG-20250215-WA0027-1TGwFe.jpg
datasets\BAD\IMG-20250215-WA0027-MnELmo.jpg,datasets\BAD\IMG-20250215-WA0027-1TGwFe.jpg
datasets\BAD\IMG-20250215-WA0027-psDdzm.jpg,datasets\BAD\IMG-20250215-WA0027-1TGwFe.jpg
datasets\BAD\IMG-20250215-WA0027-qlbu5U.jpg,datasets\BAD\IMG-20250215-WA0027-1TGwFe.jpg
datasets\BAD\IMG-20250215-WA0027-y5gzpp.jpg,datasets\BAD\IMG-20250215-WA0027-1TGwFe.jpg
datasets\BAD\IMG-20250215-WA0027.jpg,datasets\BAD\IMG-20250215-WA0027-1TGwFe.jpg
datasets\BAD\IMG-20250215-WA0028-ctwD6q.jpg,datasets\BAD\IMG-20250215-WA0028-5ekPxM.jpg
datasets\BAD\IMG-20250215-WA0028-FG22hr.jpg,datasets\BAD\IMG-20250215-WA0028-5ekPxM.jpg
datasets\BAD\IMG-20250215-WA0028-h52Yk7.jpg,datasets\BAD\IMG-20250215-WA0028-5ekPxM.jpg
datasets\BAD\IMG-20250215-WA0028-hA6WVL.jpg,datasets\BAD\IMG-20250215-WA0028-5ekPxM.jpg
datasets\BAD\IMG-20250215-WA0028-kZTpeQ.jpg,datasets\BAD\IMG-20250215-WA0028-5ekPxM.jpg
datasets\BAD\IMG-20250215-WA0028-NFy33Y.jpg,datasets\BAD\IMG-20250215-WA0028-5ekPxM.jpg
datasets\BAD\IMG-20250215-WA0028-Udq6op.jpg,datasets\BAD\IMG-20250215-WA0028-5ekPxM.jpg
datasets\BAD\IMG-20250215-WA0028-w5yFG5.jpg,datasets\BAD\IMG-20250215-WA0028-5ekPxM.jpg
datasets\BAD\IMG-20250215-WA0028-XTFQ5f.jpg,datasets\BAD\IMG-20250215-WA0028-5ekPxM.jpg
datasets\BAD\IMG-20250215-WA0028.jpg,datasets\BAD\IMG-20250215-WA0028-5ekPxM.jpg
datasets\BAD\IMG-20250215-WA0029-8Z2GJC.jpg,datasets\BAD\IMG-20250215-WA0029-0W5YUM.jpg
datasets\BAD\IMG-20250215-WA0029-fQqez8.jpg,datasets\BAD\IMG-20250215-WA0029-0W5YUM.jpg
datasets\BAD\IMG-20250215-WA0029-iGvWjC.jpg,datasets\BAD\IMG-20250215-WA0029-0W5YUM.jpg
datasets\BAD\IMG-20250215-WA0029-Juhyzk.jpg,datasets\BAD\IMG-20250215-WA0029-0W5YUM.jpg
datasets\BAD\IMG-20250215-WA0029-KAD3hW.jpg,datasets\BAD\IMG-20250215-WA0029-0W5YUM.jpg
datasets\BAD\IMG-20250215-WA0029-lNWAKk.jpg,datasets\BAD\IMG-20250215-WA0029-0W5YUM.jpg
datasets\BAD\IMG-20250215-WA0029-NdIR8R.jpg,datasets\BAD\IMG-20250215-WA0029-0W5YUM.jpg
datasets\BAD\IMG-20250215-WA0029-pua8bA.jpg,datasets\BAD\IMG-20250215-WA0029-0W5YUM.jpg
datasets\BAD\IMG-20250215-WA0029-Y49F3K.jpg,datasets\BAD\IMG-20250215-WA0029-0W5YUM.jpg
datasets\BAD\IMG-20250215-WA0029.jpg,datasets\BAD\IMG-20250215-WA0029-0W5YUM.jpg
datasets\BAD\IMG-20250215-WA0031-As5cI1.jpg,datasets\BAD\IMG-20250215-WA0031-7heivX.jpg
datasets\BAD\IMG-20250215-WA0031-BK97AU.jpg,datasets\BAD\IMG-20250215-WA0031-7heivX.jpg
datasets\BAD\IMG-20250215-WA0031-D9ksAb.jpg,datasets\BAD\IMG-20250215-WA0031-7heivX.jpg
datasets\BAD\IMG-20250215-WA0031-DI7NvM.jpg,datasets\BAD\IMG-20250215-WA0031-7heivX.jpg
datasets\BAD\IMG-20250215-WA0031-g06hSB.jpg,datasets\BAD\IMG-20250215-WA0031-7heivX.jpg
datasets\BAD\IMG-20250215-WA0031-iulR2U.jpg,datasets\BAD\IMG-20250215-WA0031-7heivX.jpg
datasets\BAD\IMG-20250215-WA0031-LM8MRd.jpg,datasets\BAD\IMG-20250215-WA0031-7heivX.jpg
datasets\BAD\IMG-20250215-WA0031-PkUoBQ.jpg,datasets\BAD\IMG-20250215-WA0031-7heivX.jpg
datasets\BAD\IMG-20250215-WA0031-tQtcoG.jpg,datasets\BAD\IMG-20250215-WA0031-7heivX.jpg
datasets\BAD\IMG-20250215-WA0031.jpg,datasets\BAD\IMG-20250215-WA0031-7heivX.jpg
datasets\BAD\IMG-20250215-WA0032-a6JlZ6.jpg,datasets\BAD\IMG-20250215-WA0032-9uXuM6.jpg
datasets\BAD\IMG-20250215-WA0032-Asv7Z9.jpg,datasets\BAD\IMG-20250215-WA0032-9uXuM6.jpg
datasets\BAD\IMG-20250215-WA0032-c7r4oG.jpg,datasets\BAD\IMG-20250215-WA0032-9uXuM6.jpg
datasets\BAD\IMG-20250215-WA0032-EZ1SDA.jpg,datasets\BAD\IMG-20250215-WA0032-9uXuM6.jpg
datasets\BAD\IMG-20250215-WA0032-GnvRLZ.jpg,datasets\BAD\IMG-20250215-WA0032-9uXuM6.jpg
datasets\BAD\IMG-20250215-WA0032-oIrhPn.jpg,datasets\BAD\IMG-20250215-WA0032-9uXuM6.jpg
datasets\BAD\IMG-20250215-WA0032-ql69aS.jpg,datasets\BAD\IMG-20250215-WA0032-9uXuM6.jpg
datasets\BAD\IMG-20250215-WA0032-UlSnAd.jpg,datasets\BAD\IMG-20250215-WA0032-9uXuM6.jpg
datasets\BAD\IMG-20250215-WA0032-wMjkgN.jpg,datasets\BAD\IMG-20250215-WA0032-9uXuM6.jpg
datasets\BAD\IMG-20250215-WA0032.jpg,datasets\BAD\IMG-20250215-WA0032-9uXuM6.jpg
datasets\BAD\IMG-20250215-WA0033-0uvdic.jpg,datasets\BAD\IMG-20250215-WA0033-08SpcI.jpg
datasets\BAD\IMG-20250215-WA0033-1KhaLL.jpg,datasets\BAD\IMG-20250215-WA0033-08SpcI.jpg
datasets\BAD\IMG-20250215-WA0033-IZ2xuT.jpg,datasets\BAD\IMG-20250215-WA0033-08SpcI.jpg
datasets\BAD\IMG-20250215-WA0033-jfewLE.jpg,datasets\BAD\IMG-20250215-WA0033-08SpcI.jpg
datasets\BAD\IMG-20250215-WA0033-KZjmMM.jpg,datasets\BAD\IMG-20250215-WA0033-08SpcI.jpg
datasets\BAD\IMG-20250215-WA0033-NAVhFv.jpg,datasets\BAD\IMG-20250215-WA0033-08SpcI.jpg
datasets\BAD\IMG-20250215-WA0033-pAGRHG.jpg,datasets\BAD\IMG-20250215-WA0033-08SpcI.jpg
datasets\BAD\IMG-20250215-WA0033-qvXrkK.jpg,datasets\BAD\IMG-20250215-WA0033-08SpcI.jpg
datasets\BAD\IMG-20250215-WA0033-V52myA.jpg,datasets\BAD\IMG-20250215-WA0033-08SpcI.jpg
datasets\BAD\IMG-20250215-WA0033.jpg,datasets\BAD\IMG-20250215-WA0033-08SpcI.jpg
datasets\BAD\IMG-20250215-WA0034-32S7ab.jpg,datasets\BAD\IMG-20250215-WA0034-1NgbtK.jpg
datasets\BAD\IMG-20250215-WA0034-4MmKGj.jpg,datasets\BAD\IMG-20250215-WA0034-1NgbtK.jpg
datasets\BAD\IMG-20250215-WA0034-bLXnPX.jpg,datasets\BAD\IMG-20250215-WA0034-1NgbtK.jpg
datasets\BAD\IMG-20250215-WA0034-Gttf3d.jpg,datasets\BAD\IMG-20250215-WA0034-1NgbtK.jpg
datasets\BAD\IMG-20250215-WA0034-gYQRRa.jpg,datasets\BAD\IMG-20250215-WA0034-1NgbtK.jpg
datasets\BAD\IMG-20250215-WA0034-hqcyCg.jpg,datasets\BAD\IMG-20250215-WA0034-1NgbtK.jpg
datasets\BAD\IMG-20250215-WA0034-jYWbAr.jpg,datasets\BAD\IMG-20250215-WA0034-1NgbtK.jpg
datasets\BAD\IMG-20250215-WA0034-Q8oI5x.jpg,datasets\BAD\IMG-20250215-WA0034-1NgbtK.jpg
datasets\BAD\IMG-20250215-WA0034-vVxRXD.jpg,datasets\BAD\IMG-20250215-WA0034-1NgbtK.jpg
datasets\BAD\IMG-20250215-WA0034.jpg,datasets\BAD\IMG-20250215-WA0034-1NgbtK.jpg
datasets\BAD\IMG-20250215-WA0036-cKqAmX.jpg,datasets\BAD\IMG-20250215-WA0036-3Z9aq2.jpg
datasets\BAD\IMG-20250215-WA0036-cnwxB8.jpg,datasets\BAD\IMG-20250215-WA0036-3Z9aq2.jpg
datasets\BAD\IMG-20250215-WA0036-fzcgyL.jpg,datasets\BAD\IMG-20250215-WA0036-3Z9aq2.jpg
datasets\BAD\IMG-20250215-WA0036-I7wjGI.jpg,datasets\BAD\IMG-20250215-WA0036-3Z9aq2.jpg
datasets\BAD\IMG-20250215-WA0036-NRybJp.jpg,datasets\BAD\IMG-20250215-WA0036-3Z9aq2.jpg
datasets\BAD\IMG-20250215-WA0036-nytYER.jpg,datasets\BAD\IMG-20250215-WA0036-3Z9aq2.jpg
datasets\BAD\IMG-20250215-WA0036-qLXl2O.jpg,datasets\BAD\IMG-20250215-WA0036-3Z9aq2.jpg
datasets\BAD\IMG-20250215-WA0036-T75tct.jpg,datasets\BAD\IMG-20250215-WA0036-3Z9aq2.jpg
datasets\BAD\IMG-20250215-WA0036-zcCUIE.jpg,datasets\BAD\IMG-20250215-WA0036-3Z9aq2.jpg
datasets\BAD\IMG-20250215-WA0036.jpg,datasets\BAD\IMG-20250215-WA0036-3Z9aq2.jpg
datasets\BAD\IMG-20250215-WA0037-7xCnJw.jpg,datasets\BAD\IMG-20250215-WA0037-4mgGsV.jpg
datasets\BAD\IMG-20250215-WA0037-Ftwev3.jpg,datasets\BAD\IMG-20250215-WA0037-4mgGsV.jpg
datasets\BAD\IMG-20250215-WA0037-HtGTkN.jpg,datasets\BAD\IMG-20250215-WA0037-4mgGsV.jpg
datasets\BAD\IMG-20250215-WA0037-HWvj5o.jpg,datasets\BAD\IMG-20250215-WA0037-4mgGsV.jpg
datasets\BAD\IMG-20250215-WA0037-MvRcRX.jpg,datasets\BAD\IMG-20250215-WA0037-4mgGsV.jpg
datasets\BAD\IMG-20250215-WA0037-r9YvYS.jpg,datasets\BAD\IMG-20250215-WA0037-4mgGsV.jpg
datasets\BAD\IMG-20250215-WA0037-tcP2iH.jpg,datasets\BAD\IMG-20250215-WA0037-4mgGsV.jpg
datasets\BAD\IMG-20250215-WA0037-WF5l0f.jpg,datasets\BAD\IMG-20250215-WA0037-4mgGsV.jpg
datasets\BAD\IMG-20250215-WA0037-wiJHEA.jpg,datasets\BAD\IMG-20250215-WA0037-4mgGsV.jpg
datasets\BAD\IMG-20250215-WA0037.jpg,datasets\BAD\IMG-20250215-WA0037-4mgGsV.jpg
datasets\BAD\IMG-20250215-WA0038-cc4DBt.jpg,datasets\BAD\IMG-20250215-WA0038-7e7rA0.jpg
datasets\BAD\IMG-20250215-WA0038-Err8vN.jpg,datasets\BAD\IMG-20250215-WA0038-7e7rA0.jpg
datasets\BAD\IMG-20250215-WA0038-GpOv8l.jpg,datasets\BAD\IMG-20250215-WA0038-7e7rA0.jpg
datasets\BAD\IMG-20250215-WA0038-J0MEWp.jpg,datasets\BAD\IMG-20250215-WA0038-7e7rA0.jpg
datasets\BAD\IMG-20250215-WA0038-JPlK6r.jpg,datasets\BAD\IMG-20250215-WA0038-7e7rA0.jpg
datasets\BAD\IMG-20250215-WA0038-KHIJF7.jpg,datasets\BAD\IMG-20250215-WA0038-7e7rA0.jpg
datasets\BAD\IMG-20250215-WA0038-Nt4gmN.jpg,datasets\BAD\IMG-20250215-WA0038-7e7rA0.jpg
datasets\BAD\IMG-20250215-WA0038-nwlSO3.jpg,datasets\BAD\IMG-20250215-WA0038-7e7rA0.jpg
